ticker,time,open,close,high,low,volume
VNINDEX,2025-05-05,1226.3,1240.05,1241.51,1226.3,562828082
VNINDEX,2025-05-06,1240.05,1241.95,1251.02,1240.05,723833572
VNINDEX,2025-05-07,1241.95,1250.37,1250.79,1240.2,696862360
VNINDEX,2025-05-08,1250.37,1269.8,1271.44,1250.37,780781448
VNINDEX,2025-05-09,1269.8,1267.3,1279.61,1264.87,696772993
VNINDEX,2025-05-12,1267.3,1283.26,1283.86,1267.3,833318839
VNINDEX,2025-05-13,1283.26,1293.43,1293.7,1283.26,884922281
VNINDEX,2025-05-14,1293.43,1309.73,1310.57,1292.34,917612165
VNINDEX,2025-05-15,1309.73,1313.2,1316.16,1301.61,1048494927
VNINDEX,2025-05-16,1313.2,1301.39,1318.03,1299.55,850785026
VNINDEX,2025-05-19,1301.39,1296.29,1306.2,1291.66,832210897
VNINDEX,2025-05-20,1296.29,1315.15,1316.67,1296.29,864044592
VNINDEX,2025-05-21,1315.15,1323.05,1331.6,1313.13,1000998104
VNINDEX,2025-05-22,1323.05,1313.84,1331.93,1312.8,1119988708
VNINDEX,2025-05-23,1313.84,1314.46,1320.07,1308.62,642508366
VNINDEX,2025-05-26,1314.46,1332.51,1332.51,1288.86,961305387
VNINDEX,2025-05-27,1332.51,1339.81,1339.81,1329.6,1055045239
VNINDEX,2025-05-28,1339.81,1341.87,1348.05,1337.18,899910498
VNINDEX,2025-05-29,1341.87,1341.86,1348.31,1335.62,895953649
VNINDEX,2025-05-30,1341.86,1332.6,1345.78,1328.69,911849296
VNINDEX,2025-06-02,1332.6,1336.3,1336.33,1322.95,860775405
VNINDEX,2025-06-03,1336.3,1347.25,1350.89,1336.3,1035220959
VNINDEX,2025-06-04,1347.25,1345.74,1351.14,1341.53,952672647
VNINDEX,2025-06-05,1345.74,1342.09,1347.49,1336.11,756976552
VNINDEX,2025-06-06,1342.09,1329.89,1344.92,1325.45,901235898
VNINDEX,2025-06-09,1329.89,1310.57,1331.56,1309.05,718708721
VNINDEX,2025-06-10,1310.57,1316.23,1323.61,1299.94,703372014
VNINDEX,2025-06-11,1316.23,1315.2,1322.07,1306.25,546076606
VNINDEX,2025-06-12,1315.2,1322.99,1326.03,1308.63,811549322
VNINDEX,2025-06-13,1322.99,1315.49,1326.62,1304.12,1164364579
BSR,2025-05-05,15.9,16.1,16.1,15.9,1917888
BSR,2025-05-06,16.15,16.5,16.7,16.15,3388898
BSR,2025-05-07,16.5,17.65,17.65,16.5,6783045
BSR,2025-05-08,18.15,17.95,18.3,17.95,4451710
BSR,2025-05-09,18.0,18.0,18.25,17.8,2779549
BSR,2025-05-12,18.0,18.15,18.2,17.9,2233356
BSR,2025-05-13,18.3,18.15,18.35,18.05,2753507
BSR,2025-05-14,18.2,18.15,18.3,18.0,2464376
BSR,2025-05-15,18.15,18.0,18.2,17.65,3843871
BSR,2025-05-16,18.0,17.75,18.0,17.7,1973712
BSR,2025-05-19,17.65,17.45,17.95,17.45,2203410
BSR,2025-05-20,17.65,17.45,17.65,17.4,1204569
BSR,2025-05-21,17.55,17.2,17.55,17.1,1939475
BSR,2025-05-22,17.2,17.35,17.7,16.95,2683431
BSR,2025-05-23,17.4,17.55,17.7,17.2,1409771
BSR,2025-05-26,17.4,17.6,17.7,17.05,2325775
BSR,2025-05-27,17.65,17.65,17.8,17.55,2105448
BSR,2025-05-28,18.1,18.15,18.45,18.0,5644125
BSR,2025-05-29,18.15,17.8,18.25,17.75,1827650
